deck1,deck2,deck3,deck4,outcome
303,321,272,163,0
163,272,241,93,2
321,78,93,316,1
163,164,218,69,4
93,243,147,124,0
163,203,163,13,0
241,217,83,305,3
93,58,163,336,0
303,61,158,211,2
147,303,239,321,2
242,303,335,267,0
243,241,93,303,3
164,124,316,242,0
241,239,163,163,2
272,243,163,321,1
93,78,163,305,1
163,272,61,243,1
303,267,335,147,1
303,163,218,163,0
164,78,243,321,0
163,241,305,316,1
303,163,164,241,0
142,183,163,344,3
45,211,283,243,3
15,141,342,242,3
156,310,149,73,4
241,267,141,78,1
303,301,303,142,3
345,272,147,185,2
303,225,147,78,1
321,192,344,272,4
241,297,182,163,2
243,267,118,44,0
147,224,141,272,4
132,342,281,142,1
242,182,342,303,1
185,267,243,147,3
142,303,225,188,0
243,156,147,321,3
272,303,192,310,4
73,272,224,303,3
297,344,141,149,0
287,142,44,141,0
118,303,241,345,1
283,272,141,243,4
185,301,142,267,2
4,329,241,183,1
147,310,182,303,2
142,243,321,342,4
142,188,78,303,4
329,45,267,272,4
192,141,243,303,0
73,141,297,78,0
149,303,224,242,0
344,283,156,303,3
272,243,118,147,1
342,267,132,272,3
78,142,197,15,2
4,211,147,345,0
163,301,241,185,1
243,243,303,192,4
149,78,321,301,4
272,73,4,243,1
303,78,45,297,3
197,287,142,329,3
242,303,267,303,1
283,272,303,185,3
310,225,272,141,2
185,344,141,147,0
44,224,241,156,0
142,163,342,118,0
267,15,141,211,2
241,132,345,183,4
272,329,78,142,0
182,303,45,272,1
342,301,267,73,0
188,303,297,185,3
147,44,321,242,1
141,149,185,243,4
243,287,303,4,4
183,141,281,303,0
78,283,345,342,1
147,132,15,241,3
303,192,272,147,1
182,185,73,329,0
142,342,182,192,1
267,336,147,321,1
147,243,163,188,0
185,318,163,77,1
132,192,188,188,4
287,163,147,205,2
192,243,303,303,4
303,163,18,44,2
141,303,214,147,3
283,303,188,221,2
192,243,132,147,3
188,318,310,243,1
303,44,192,336,4
214,18,163,287,3
147,163,267,185,1
163,163,303,147,4
321,243,163,141,4
147,318,147,336,4
221,18,303,141,1
192,287,321,147,3
132,163,243,163,1
188,163,243,192,4
44,303,303,141,3
214,310,188,303,4
267,77,163,243,3
147,147,147,18,4
318,287,188,141,1
243,336,185,141,0
192,303,163,163,0
214,303,132,243,1
188,188,321,44,0
163,192,163,303,0
188,147,310,303,1
147,192,221,318,3
243,147,147,188,0
141,336,18,205,3
163,163,287,192,4
163,185,303,132,0
283,243,163,141,1
243,77,163,214,1
243,147,147,163,1
287,18,221,205,2
147,318,147,221,3
336,272,243,241,2
115,297,243,211,0
287,321,192,239,3
147,97,78,303,1
276,183,267,243,4
243,163,275,207,0
93,331,58,211,1
267,183,321,36,0
141,243,18,97,3
138,211,275,272,0
243,211,163,321,0
239,243,203,185,0
163,287,128,336,2
241,303,147,297,4
192,58,78,36,3
303,267,141,267,3
241,36,243,276,4
321,185,58,147,1
207,211,185,321,4
321,272,93,287,0
147,203,163,163,3
36,97,267,163,4
243,185,321,18,4
138,239,183,241,1
36,78,297,243,4
276,147,321,243,0
147,275,211,276,0
336,321,141,301,2
272,58,147,203,1
321,36,239,331,0
147,128,243,147,4
185,141,211,243,3
303,78,115,138,3
18,232,36,163,3
185,241,301,272,0
321,321,276,336,3
97,243,267,147,1
128,138,163,147,2
239,243,163,276,1
166,166,166,287,0
44,166,211,46,3
166,44,46,46,4
290,132,246,78,0
266,238,67,205,3
118,142,151,221,0
205,290,243,118,0
221,78,163,67,2
238,151,232,132,0
232,142,205,78,0
290,163,266,151,4
246,221,243,238,0
118,232,163,205,4
246,266,238,290,0
67,132,221,78,4
205,118,246,163,1
147,163,277,163,0
141,67,160,303,0
287,180,275,321,4
321,329,345,326,4
30,185,160,163,4
303,185,187,303,0
329,241,147,211,4
18,305,303,214,0
271,303,243,163,2
141,185,267,49,0
214,80,60,321,0
303,303,153,149,4
321,214,318,272,2
321,243,321,284,2
241,138,158,243,0
303,164,158,183,0
18,203,188,321,2
321,138,129,321,0
69,243,232,321,2
232,303,147,141,4
109,188,18,321,4
214,318,69,77,0
326,303,147,287,1
319,147,275,303,2
149,160,73,211,4
321,153,329,185,2
241,321,345,163,1
290,321,243,271,0
129,163,243,164,2
243,284,247,69,0
183,158,160,187,2
60,138,141,185,2
321,158,58,303,2
158,303,138,267,2
160,147,303,214,1
232,272,243,241,0
58,303,329,329,2
163,321,267,303,4
243,321,147,290,4
303,138,109,232,4
141,18,185,188,0
141,69,321,160,2
303,163,211,30,1
163,214,303,319,4
147,153,241,239,2
243,69,271,287,3
284,321,183,129,2
158,138,243,203,3
164,18,321,321,0
277,192,247,305,3
329,147,163,232,3
241,147,141,185,1
141,321,163,303,1
77,321,287,329,4
267,275,243,214,1
290,303,321,241,4
321,138,188,232,4
243,109,303,18,0
187,305,303,60,4
203,183,163,321,0
303,158,69,188,0
318,185,141,243,2
345,319,149,180,2
160,214,303,147,0
80,326,239,147,2
158,321,243,321,0
271,185,158,192,4
147,321,321,232,2
109,141,214,321,1
163,232,275,243,2
243,138,77,329,0
321,73,241,188,4
149,203,303,303,4
287,303,58,141,4
160,147,329,141,4
60,303,290,18,1
163,239,187,160,0
267,163,305,241,2
185,272,138,303,1
164,185,158,243,4
165,247,345,321,3
232,321,241,272,2
275,321,329,163,2
141,303,141,243,1
147,243,77,321,1
243,303,241,329,2
310,147,305,310,0
305,183,321,321,2
188,78,129,160,0
303,301,163,321,4
289,43,23,282,4
187,192,147,142,1
123,126,147,243,0
192,142,147,310,4
192,147,127,303,0
163,147,147,188,3
163,44,163,78,0
44,11,147,241,4
267,61,329,267,0
188,336,185,321,2
232,183,163,123,4
185,303,188,58,4
321,159,192,192,2
241,282,321,147,2
23,290,96,11,1
321,310,241,147,0
78,336,305,188,3
142,147,147,329,1
211,310,93,97,4
61,321,160,126,3
147,183,44,241,1
188,187,187,163,1
147,193,321,192,2
183,267,188,321,0
78,290,187,43,4
127,126,321,185,0
303,303,321,232,0
188,188,123,183,1
232,192,303,310,4
310,147,69,192,2
93,96,44,289,1
147,157,192,301,0
129,305,163,243,0
241,187,267,147,0
78,183,321,321,1
185,187,163,303,4
58,232,192,188,0
123,43,192,267,4
303,321,290,142,4
193,96,147,232,2
321,147,147,147,4
129,282,69,241,4
147,188,303,126,1
243,163,321,159,3
44,78,147,23,1
163,192,241,61,0
310,267,336,187,0
69,303,303,183,2
321,192,163,142,4
267,147,187,188,0
147,282,58,123,2
188,232,127,147,0
159,183,321,185,4
290,142,211,188,4
192,241,43,321,0
243,147,96,78,4
147,321,232,129,2
241,310,193,78,0
305,147,147,163,0
44,11,147,188,3
290,303,321,127,1
58,185,183,43,1
303,192,267,211,1
188,96,142,163,3
241,192,142,159,1
183,232,192,147,1
321,188,243,147,0
188,78,147,126,1
241,69,187,232,1
305,241,310,310,0
23,147,147,193,1
303,267,188,188,2
192,321,185,159,2
163,232,321,192,1
183,58,69,78,1
58,232,188,185,0
307,252,48,223,1
1,307,81,285,4
277,93,163,303,4
83,193,97,163,3
267,210,147,336,4
147,147,304,58,4
97,210,147,277,4
93,58,193,243,2
83,310,163,147,0
163,193,304,210,1
163,310,58,303,0
147,277,336,243,0
310,93,97,147,2
163,193,147,304,1
150,163,287,147,0
241,163,185,279,0
283,241,303,239,4
147,185,78,58,1
243,160,239,163,0
283,163,303,185,0
279,147,287,147,1
243,241,283,272,4
147,185,147,283,0
239,163,118,303,3
243,150,147,241,4
272,287,303,185,4
58,163,283,241,1
163,272,303,147,0
241,283,150,241,2
243,147,163,150,1
305,243,13,188,1
122,211,241,241,0
118,287,185,37,1
115,97,163,141,2
163,122,287,243,0
180,78,287,243,2
303,149,205,188,2
241,232,78,287,1
345,232,205,303,0
78,303,287,243,4
141,188,287,243,3
303,243,345,149,1
303,303,287,287,0
232,243,180,188,1
345,303,205,243,1
185,163,163,132,1
188,241,188,344,1
109,277,163,163,1
305,241,141,163,3
163,163,241,277,2
163,147,277,243,2
241,163,241,163,1
104,78,78,344,3
163,344,277,163,1
147,44,163,183,4
142,267,183,147,3
265,205,132,128,0
78,185,187,185,4
203,223,241,93,2
157,303,106,241,2
336,241,239,318,3
243,336,163,58,3
163,163,329,163,0
163,11,310,143,0
61,163,326,147,0
321,287,267,163,4
272,214,160,183,1
318,58,273,163,1
241,214,255,265,4
185,303,187,287,4
163,78,160,192,0
267,326,243,187,4
223,128,163,157,1
310,336,326,336,2
147,336,163,272,3
321,132,11,163,0
241,205,241,203,0
143,93,142,303,1
58,187,163,241,0
163,185,163,106,2
241,273,326,61,3
241,265,267,185,3
128,187,214,287,3
272,93,303,192,2
93,336,163,142,1
157,183,163,203,1
303,132,163,310,3
336,160,143,205,1
11,241,163,336,0
58,163,93,183,3
61,336,318,128,1
321,163,185,147,1
303,310,265,239,1
272,326,321,241,4
273,160,255,106,3
78,303,326,163,4
187,142,187,329,4
163,205,243,223,2
163,93,143,241,2
163,336,336,303,4
58,183,241,241,0
163,241,310,321,1
163,61,336,267,0
106,318,185,287,3
58,163,241,287,0
287,243,147,242,1
230,163,286,310,2
163,243,320,303,0
283,310,230,163,0
310,287,163,181,3
286,165,163,163,3
303,303,325,242,4
163,163,277,243,3
183,334,287,325,3
241,310,303,165,3
163,242,163,183,2
334,277,310,320,3
286,283,243,325,2
181,163,163,243,0
187,272,157,301,4
272,147,141,163,0
78,185,150,239,4
132,305,78,243,4
93,301,305,78,3
243,277,272,292,2
78,287,185,187,1
239,241,93,132,0
163,305,93,163,4
272,243,287,78,0
147,277,150,93,1
301,305,239,272,3
185,157,292,163,1
93,305,187,241,1
305,239,272,147,4
277,272,287,132,4
150,163,93,243,0
305,78,243,157,0
272,93,239,305,0
150,287,132,305,0
272,277,272,150,3
147,92,55,147,0
152,289,336,93,0
344,243,18,304,4
26,126,332,163,1
147,342,163,147,2
321,242,109,243,3
185,147,132,267,4
147,214,9,142,1
163,321,283,30,0
321,258,163,243,0
267,317,185,147,0
264,214,61,336,4
118,188,232,78,0
141,303,310,185,0
163,264,321,321,0
67,183,118,263,1
126,118,345,152,1
267,310,183,214,1
141,243,163,243,2
159,303,163,98,0
132,163,321,227,2
109,344,185,214,0
264,45,147,243,0
61,18,277,286,1
263,245,185,283,3
142,93,286,55,0
163,242,304,64,4
124,163,185,321,1
243,332,81,142,0
147,310,109,147,3
321,232,289,258,1
321,163,118,159,3
283,141,310,321,2
214,163,241,98,1
147,147,109,243,1
264,310,142,163,0
345,188,163,267,0
243,18,243,152,2
264,126,163,78,4
318,163,243,232,4
183,304,185,336,4
245,332,92,185,1
286,185,132,26,1
129,124,45,321,2
147,109,267,185,2
30,243,64,321,0
321,336,163,303,3
81,289,263,304,3
267,310,310,159,2
163,67,227,332,3
147,243,304,241,3
304,163,45,321,0
93,185,163,321,1
336,318,264,118,0
163,185,30,61,0
18,258,147,214,0
243,78,142,109,0
183,232,243,147,1
152,163,163,163,4
303,283,267,129,0
55,64,109,185,0
310,147,321,92,2
147,245,147,26,3
321,163,264,310,1
345,159,242,163,2
321,227,310,98,2
163,241,303,18,0
243,336,321,30,2
264,55,232,185,0
344,93,243,304,0
26,109,321,336,3
163,185,185,67,0
188,147,163,163,3
78,258,303,61,2
243,142,267,318,2
163,214,304,283,3
118,129,152,141,0
286,142,321,310,4
147,9,185,185,3
159,321,241,304,2
310,332,345,227,0
163,310,303,98,0
264,163,321,118,1
310,163,163,241,0
157,267,305,132,2
267,303,93,120,1
141,305,188,303,1
185,267,147,243,2
336,267,221,93,3
303,147,143,163,2
310,188,147,230,0
163,243,214,241,1
290,14,78,303,2
69,321,65,303,2
107,163,55,195,4
18,157,58,58,3
65,58,78,107,1
290,163,303,157,2
55,14,18,69,4
195,321,303,58,0
290,58,195,69,3
14,65,163,58,2
303,303,18,107,0
78,157,55,321,3
195,303,58,163,2
78,69,321,65,1
107,18,55,14,2
157,58,303,290,1
58,69,303,55,2
232,156,272,203,0
336,345,163,147,4
147,321,147,310,0
60,318,211,157,0
78,188,303,147,3
310,286,163,336,2
157,147,83,321,3
321,303,147,232,1
241,329,78,243,0
243,321,303,241,1
243,78,205,241,3
83,138,163,241,4
50,272,163,78,2
279,163,321,230,1
241,163,243,163,4
205,243,78,83,0
230,303,241,243,4
138,78,321,50,4
138,279,303,241,4
241,50,205,163,3
243,78,243,163,0
230,243,78,272,1
83,163,241,163,1
50,243,230,205,3
138,163,272,78,3
279,241,321,243,1
147,329,336,185,2
321,318,160,336,1
318,147,336,243,1
306,163,267,243,0
188,203,109,230,0
310,287,203,163,2
147,192,185,147,1
163,255,132,163,3
147,316,255,109,2
10,203,163,230,4
163,185,192,306,2
163,147,287,203,4
243,267,188,132,1
203,287,163,306,3
243,109,192,188,2
230,267,310,132,1
132,203,316,255,3
192,109,188,147,0
243,203,287,163,3
192,306,163,163,0
163,163,163,232,2
321,211,238,224,0
336,163,310,147,4
138,132,163,192,3
188,186,163,163,3
163,283,303,93,0
232,310,127,243,3
147,93,163,69,0
243,241,321,336,4
147,138,238,163,2
163,303,211,132,1
224,163,163,163,4
147,243,192,321,0
163,163,186,336,0
163,238,163,303,0
127,243,147,163,0
224,310,241,138,2
211,93,163,188,2
232,283,132,69,3
163,163,147,163,3
69,192,241,163,4
243,186,303,224,0
163,321,283,163,2
336,93,138,127,1
132,238,310,243,0
163,238,232,147,0
241,243,163,93,3
163,127,132,321,0
192,147,283,224,2
163,69,303,336,2
163,186,243,138,0
243,93,303,163,2
163,192,283,241,2
163,147,303,283,0
302,214,78,283,2
132,147,303,157,2
321,241,321,163,2
163,163,147,163,0
303,321,78,163,4
310,147,163,214,3
157,163,302,321,1
188,321,163,283,0
214,188,321,132,1
241,163,310,302,1
163,163,78,147,4
283,147,321,303,0
303,78,188,163,1
321,163,310,214,1
241,283,147,321,1
132,147,321,302,1
78,163,163,188,1
287,203,310,18,2
303,78,310,276,4
230,185,163,303,2
243,9,185,78,4
188,303,310,115,4
310,230,303,147,0
85,185,276,303,2
310,192,163,283,4
258,281,183,310,2
185,194,163,149,2
303,80,93,272,2
192,288,310,163,0
243,326,9,243,3
188,318,310,129,0
243,192,18,214,0
243,9,318,243,0
188,301,272,326,4
310,303,194,80,1
163,303,149,163,4
115,96,288,147,0
295,336,179,303,0
163,163,192,303,3
310,192,303,310,1
179,129,80,96,3
243,185,188,192,4
303,192,115,294,0
211,243,163,93,4
272,194,243,303,3
179,147,301,149,0
192,294,326,243,3
185,211,192,188,2
96,310,295,303,3
163,147,194,214,1
243,185,163,243,0
303,243,243,192,3
301,13,163,123,1
305,35,241,147,1
180,243,147,344,0
310,58,326,294,4
163,163,287,326,4
294,344,147,141,1
321,310,163,13,0
147,301,58,180,4
163,180,35,13,4
344,163,321,58,1
243,310,241,287,4
141,147,326,147,0
241,163,58,141,0
180,321,326,147,1
305,294,163,243,2
35,344,301,310,0
321,241,180,147,2
141,163,13,243,1
35,163,163,180,3
158,141,27,78,0
192,301,243,78,2
310,163,147,147,0
310,160,230,163,0
163,163,18,243,1
163,241,303,29,0
158,163,303,163,1
147,163,243,141,4
310,243,301,163,1
78,27,230,163,3
163,18,163,241,3
243,29,192,160,0
243,163,243,158,1
310,241,163,243,1
141,163,78,147,0
163,163,27,310,1
160,303,18,301,1
78,163,230,29,2
243,147,163,163,4
230,241,141,192,2
243,303,163,310,4
243,29,163,310,0
147,163,158,78,1
192,163,163,163,2
163,243,243,141,1
243,147,230,303,0
163,241,163,158,2
301,310,147,27,4
163,241,160,147,1
243,141,243,310,0
163,243,243,241,0
267,290,203,78,0
163,163,329,163,0
147,40,267,290,0
310,18,283,163,4
163,290,214,290,0
78,267,163,40,2
75,267,329,157,1
163,163,147,267,4
214,203,267,246,3
267,246,163,75,1
246,163,310,147,1
141,321,192,45,3
187,78,59,204,1
163,336,18,329,2
185,45,18,78,1
321,243,59,336,0
192,329,187,214,0
185,204,192,336,3
18,187,141,243,3
214,78,163,321,1
336,18,185,192,1
187,214,163,321,1
204,329,141,59,3
243,59,214,336,2
188,185,305,211,3
147,344,141,141,3
78,185,163,188,3
163,115,241,67,1
141,115,211,188,0
188,283,118,79,1
243,303,183,72,2
192,147,163,183,3
290,188,303,183,0
163,147,303,30,4
241,141,188,78,3
243,310,243,44,4
183,287,321,75,4
78,183,283,290,4
243,30,290,163,4
303,310,211,147,4
44,321,303,267,3
109,243,118,303,1
188,72,138,188,4
267,30,287,243,0
183,78,78,267,4
290,163,75,163,3
163,147,183,69,3
243,303,44,243,1
141,243,138,321,2
72,79,241,109,1
163,192,183,79,2
303,188,183,243,1
243,310,78,69,1
138,287,243,78,0
75,290,267,183,0
163,303,321,303,2
75,321,192,290,1
138,183,310,69,0
267,283,138,321,2
267,321,141,163,3
197,115,188,246,0
147,163,344,60,2
163,188,163,305,3
211,163,141,241,2
344,305,141,197,1
163,303,241,149,0
160,321,188,141,2
163,232,188,243,1
232,188,9,163,3
243,160,149,188,3
345,303,141,163,0
188,243,287,163,0
188,9,232,345,2
232,163,188,287,1
18,147,267,305,2
305,158,61,305,3
147,241,243,104,0
305,305,283,163,0
60,344,57,328,3
141,305,147,328,1
69,163,321,259,1
259,329,93,163,3
303,147,69,147,0
329,192,259,259,0
147,321,93,44,1
307,132,329,17,2
241,192,163,185,0
185,267,241,132,4
58,336,163,163,0
305,310,241,287,2
321,61,163,326,0
241,58,241,321,0
163,310,192,267,3
132,287,163,61,1
163,185,163,305,3
326,241,336,185,2
267,241,163,326,1
287,336,241,185,0
305,132,321,192,0
185,58,61,310,3
163,163,163,241,2
241,287,305,267,0
147,287,93,294,0
188,187,243,241,0
241,303,150,61,4
243,254,55,232,3
93,163,163,132,1
241,61,157,321,1
188,147,147,18,4
18,336,141,241,4
150,147,61,336,3
241,61,147,147,2
18,141,303,163,4
188,159,188,241,4
287,243,294,132,1
254,243,287,303,4
187,93,55,163,4
93,241,321,241,2
321,147,243,336,0
232,303,303,61,4
18,159,61,287,4
141,188,150,254,4
241,241,147,187,3
55,287,18,93,1
243,241,132,93,4
241,294,163,157,2
321,163,287,187,2
188,61,163,243,4
159,336,147,232,0
303,241,141,147,0
150,241,18,243,2
241,18,132,254,0
294,61,55,241,1
157,93,147,93,0
159,18,188,163,3
241,336,157,61,3
243,147,243,141,0
303,147,93,254,2
93,294,232,241,2
132,55,241,188,4
287,147,241,18,0
163,287,163,61,2
93,243,305,264,4
147,132,163,78,3
165,58,8,147,1
8,329,243,78,4
78,305,147,147,2
78,163,58,93,2
264,78,147,267,3
93,78,78,8,2
305,267,165,329,1
142,192,147,69,1
142,241,80,227,0
243,163,310,332,4
318,321,138,183,3
147,304,321,163,0
61,138,303,93,1
303,108,310,192,4
283,93,332,142,1
282,138,80,163,3
267,336,61,147,0
227,183,294,304,4
321,147,142,318,4
163,142,303,183,4
310,321,283,138,4
332,147,227,108,4
294,163,318,243,0
142,304,204,61,1
138,336,241,282,4
304,138,142,192,3
183,303,283,267,3
321,310,147,138,4
336,142,227,321,2
61,282,243,108,1
204,241,318,332,1
129,255,149,24,2
227,222,310,321,0
93,163,147,214,3
267,241,58,241,1
141,305,185,163,0
4,127,147,188,3
222,127,60,141,1
321,241,267,4,1
227,163,255,232,4
214,24,185,241,0
188,147,305,129,0
267,163,147,163,0
214,188,241,227,1
127,149,267,279,4
24,60,163,310,3
185,4,232,222,0
93,147,129,321,4
241,147,267,163,3
279,310,185,188,4
163,255,58,214,2
147,149,141,227,4
129,163,267,4,1
241,163,232,93,1
321,147,60,241,4
267,24,305,222,2
241,163,149,310,1
188,58,214,163,0
78,211,279,60,1
183,321,267,142,3
109,318,321,192,1
243,165,163,78,2
185,18,267,287,3
267,163,60,267,0
267,267,78,267,0
142,287,221,267,4
163,267,109,78,4
318,211,93,165,0
321,78,267,267,1
192,163,185,78,2
78,267,318,267,0
211,78,109,221,1
93,18,142,163,2
321,279,287,267,1
221,318,267,267,0
287,78,78,163,1
142,267,221,78,3
224,147,236,202,1
104,147,147,174,0
75,301,241,115,1
243,344,57,185,4
163,310,326,159,4
163,230,241,163,1
321,157,147,273,1
185,159,290,305,1
243,267,163,321,0
344,303,18,310,0
326,78,57,104,1
241,157,174,192,1
301,147,163,147,3
163,273,147,241,2
230,159,147,157,4
78,321,147,344,4
18,243,202,104,4
236,290,163,301,4
326,115,185,224,2
310,305,75,57,0
147,321,163,141,0
104,157,344,301,2
202,185,321,230,0
147,290,310,243,4
18,159,78,147,1
267,147,147,236,0
174,273,115,163,3
241,141,75,303,0
241,321,192,305,2
344,202,267,310,3
157,230,243,290,2
147,159,243,310,2
188,47,134,163,1
69,321,65,163,1
243,132,297,241,3
336,93,267,292,1
58,310,185,321,3
241,67,163,272,0
109,336,303,185,1
163,78,147,267,2
163,78,134,297,0
292,321,78,69,0
336,147,65,67,3
185,47,214,243,3
303,241,267,310,2
132,241,109,188,1
163,272,163,336,0
185,321,267,163,2
